Situacao;Codigo favorecido;Favorecido;Descricao da fonte de recursos;Objeto;Valor inicial do instrumento;Valor do acrescimo ou reducao;Valor atualizado do instrumento;Valor pago;Descricao do orgao executor;Descricao da unidade orcamentaria executora;Descricao de programa;Descricao da modalidade de aplicacao;Descricao da natureza da despesa
ATIVO;1,82E+13;RIO DE JANEIRO SERVICOS E COMERCIO LTDA ME;ORDINARIOS NAO VINCULADOS;SERVIÇOS DE HIGIENIZAÇÃO HOSPITALAR (LIMPEZA E CONSERVAÇÃO. INCLUINDO OS SERVIÇOS DE JARDINAGEM).;1027340;0;1027340;511826.78;HOSPITAL MUNICIPAL RAPHAEL DE PAULA SOUZA;HOSPITAL MUNICIPAL RAPHAEL DE PAULA SOUZA;ATENCAO HOSPITALAR;APLICACOES DIRETAS;SERVICO DE LIMPEZA E HIGIENIZACAO HOSPITALAR
ATIVO;8,02E+11;AGILE CORP SERVICOS ESPECIALIZADOS LTDA;ORDINARIOS NAO VINCULADOS;PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA O IMAS JULIANO MOREIRA;240987.18;0;240987.18;67078.64;INSTITUTO MUNICIPAL DE ASSISTÊNCIA À SAÚDE JULIANO MOREIRA;INSTITUTO MUNICIPAL DE ASSISTÊNCIA À SAÚDE JULIANO MOREIRA;ATENCAO PSICOSSOCIAL;APLICACOES DIRETAS;SERVICOS DE APOIO ADMINISTRATIVO E OPERACIONAL
ATIVO;5,75E+12;STERI GRAU PRODUTOS HOSPITALARES EIRELI ME;ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR;CESSAÕ DE LAVADORA ULTRASSONICA COM FORNECIMENTO DE INSUMOS;304350;0;304350;15837;HOSPITAL MUNICIPAL NOSSA SENHORA DO LORETO;HOSPITAL MUNICIPAL NOSSA SENHORA DO LORETO;ATENCAO HOSPITALAR;APLICACOES DIRETAS;MATERIAIS PARA USO MEDICINAL. CIRURGICO E ODONTOLOGICO
ATIVO;1,17E+13;MAX CLEAN LAVANDERIA INDUSTRIALE COMERCIAL LTDA;ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR;TRANSFER~ENCI DE DESPESA RECEBIDA PARA SERVIÇO DE LAVAGEM DE ROUPAS HOSPITALARES;230040;0;230040;8414.72;HOSPITAL MUNICIPAL ROCHA MAIA;HOSPITAL MUNICIPAL ROCHA MAIA;ATENCAO HOSPITALAR;APLICACOES DIRETAS;SERV.LAVAG..HIG..DESINF..COLETA.GUARDA E DIST DE ROUPAS HOSP.E SERV.COMPL.PREST.PES.JURID.
ATIVO;1,30E+13;T&S LOCACAO DE MAO DE OBRA EM GERAL EIRELI;ORDINARIOS NAO VINCULADOS;PRESTAÇÃO DE SERVIÇO DE APOIO OPERACIONAL;93433.2;0;93433.2;34440.52;HOSPITAL MUNICIPAL ÁLVARO RAMOS;HOSPITAL MUNICIPAL ÁLVARO RAMOS;ATENCAO HOSPITALAR;APLICACOES DIRETAS;SERVICOS DE APOIO ADMINISTRATIVO E OPERACIONAL
ATIVO;3,31E+13;ELEVADORES ELBO LIMITADA;HONORARIOS ADVOCATICIOS - EXERCICIOS ANTERIORES;PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE DOIS APARELHOS DE TRANSPORTE VERTICAL TIPO MONTA-CARGAS E UMA PLATAFORMA PARA TRANSPORTE VERTICAL DE PESSOAS COM DEFICIÊNCIA DE MOBILIDADE;14400;0;14400;1200;FUNDO ORÇAMENTÁRIO ESPECIAL DA PGM;FUNDO ORÇAMENTÁRIO ESPECIAL DA PGM;GESTAO ADMINISTRATIVA - GOVERNANCA PARA OS CIDADAOS;APLICACOES DIRETAS;SERVS.DE REPARO. ADAPTACAO. CONSERVACAO. RESTAURACAO E INSTALACAO DE ELEVADORES
ATIVO;1,33E+12;DEDETIZADORA FULMEGAN LTDA.;ORDINARIOS NAO VINCULADOS;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE PRAGAS. COMPREENDENDO DESINSETIZAÇÃO. DESRATIZAÇÃO E DESCUPINIZAÇÃO DE IMÓVEIS ADMINISTRATIVOS DEDICADOS ÀS ATIVIDADES DOS#RGÃOS E ENTIDADES DA PCRJ - SECRETARIA MUNICIPAL DE URBANISMO;51400.8;0;51400.8;0;SECRETARIA MUNICIPAL DE URBANISMO;GABINETE DO SECRETÁRIO MUNICIPAL DE URBANISMO;GESTAO ADMINISTRATIVA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E CONECTADO;APLICACOES DIRETAS;SERVICO DE LIMPEZA. CONSERVACAO. HIGIENE E COPA POR PESSOA JURIDICA
ATIVO;1,90E+13;IMASTER SERVICOS DE LIMPEZA LTDA ME;OUTRAS - EXERCICIOS ANTERIORES;PRESTAÇÃO DE SERVIÇO DE LOCAÇÃO DE VEÍCULOS (PICK-UPS) COM MOTORISTA E COM COMBUSTIVEL VISANDO ATENDER AOS PROGRAMAS DE REFLORESTAMENTO DA SECRETARIA MUNICIPAL DE MEIO AMBIENTE DA CIDADE DA CIDADE DO RIO DE JANEIRO;431510;0;431510;0;FUNDO DE CONSERVAÇÃO AMBIENTAL;FUNDO DE CONSERVAÇÃO AMBIENTAL;RIO + VERDE;APLICACOES DIRETAS;LOCACAO DE VEICULOS DE REPRESENTACAO E OPERACIONAL
ATIVO;2,97E+12;CITELUZ SERVICOS DE ILUMINACAO URBANA  S.A.;COSIP;CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA A EXECUÇÃO DE SERVIÇOS;299864.99;0;299864.99;150316.71;FUNDO ESPECIAL DE ILUMINAÇÃO PÚBLICA;FUNDO ESPECIAL DE ILUMINAÇÃO PÚBLICA;ILUMINA RIO;APLICACOES DIRETAS;EXECUCAO DE OBRAS E PROJETOS DE AMPLIACAO. RECONSTRUCAO E REFORMAS
ATIVO;6,87E+13;ENIMONT EMPRESA NACIONAL DE INSTALACOES E MONTAGENS LTDA;COSIP;SERVIÇOS DE REORDENAMENTO DA REDE AÉREA NAS ÁREAS DE ATUAÇÃO DA DIVISÃO DE INSTALAÇÃO E MANUTENÇÃO SUL E NORTE (DIM SUL - SIM NORTE). RIO DE JANEIRO/RJ.;3196378.22;0;3196378.22;0;FUNDO ESPECIAL DE ILUMINAÇÃO PÚBLICA;FUNDO ESPECIAL DE ILUMINAÇÃO PÚBLICA;INTERVENCOES DE REVITALIZACAO E REESTRUTURACAO URBANA;APLICACOES DIRETAS;SERVICOS DE ENGENHARIA DE CARATER EVENTUAL
ATIVO;3,95E+12;SOLENIS DO BRASIL QUIMICAS LTDA;ROYALTIES DO PETROLEO;AQUISIÇÃO EMERGENCIAL DE PRODUTOS QUÍMICOS VISANDO ATENDER AS NECESSIDADES DAS ESTAÇÕES DE TRATAMENTO DE RIO DO RIO CARIOCA - PARQUE FLAMEN GO .DA UNIDADE DE TRATAMENTO DE RIO DO CANAL DA ROCINHA - SÃO CONRADO .DA UNIDADE DE TRATAMENTO DE RIO DO AROOIO FUNDO E UTR BARRA DE GUARATIBA.;247426.25;0;247426.25;0;FUNDAÇÃO INSTITUTO DAS ÁGUAS DO MUNICÍPIO DO RIO DE JANEIRO;FUNDAÇÃO INSTITUTO DAS ÁGUAS DO MUNICÍPIO DO RIO DE JANEIRO;QUALIDADE DE AGUAS URBANAS E GESTAO COSTEIRA;APLICACOES DIRETAS;MATERIAIS E PRODUTOS QUIMICOS
ATIVO;6,90E+12;INSTITUTO RIO CULTURAL;ORDINARIOS NAO VINCULADOS;GESTÃO ADMINISTRATIVA E TECNOLÓGICA DA NAVE DO CONHECIMENTO DE TRIAGEM;5403820.32;0;5403820.32;1207759.57;SECRETARIA MUNICIPAL DE DESENVOLVIMENTO. EMPREGO E INOVAÇÃO;GABINETE DA SECRETARIA MUNICIPAL DE DESENVOLVIMENTO. EMPREGO E INOVAÇÃO;INOVA RIO;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIV. DIRIGIDAS AO DESEN. TECNO.. PRESTADOS POR OS
ATIVO;7,90E+12;SAGRE CONSULTORIA EMPRESARIAL LTDA ME;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL SEMINÁRIO CULTURAL CARIOCA 2019 - WEC23/01/2018 - CI PRIMAVIDA ODONTOLOGIA DE GRUPO LTDA;12731.12;0;12731.12;12731.12;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,17E+13;MAIS FOLGUEDO PROD ART E EVENTOS;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL EXPOSIÇÃO CIDADE 60+ - WEC1160/01/2017 - CI NOVA RIO SERVIÇOS GERAIS LTDA;143318.3;0;143318.3;143318.3;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;6,91E+12;CIA DE IDEIAS PRODUCOES CULTURAIS E EVENTOS LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL EM 2019. VAI DA VINCI - WEC1116/01/2018 - CI ARAUJO ABREU ENGENHARIA S/A;145572.01;0;145572.01;145572.01;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,32E+13;ROCK WORLD SA;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: ROCK STREET  WEC221/01/2018 CI: PATHFINDER EMPREENDIMENTOS E PARTICIPAÇÕES S/A;40000;0;40000;40000;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,32E+13;ROCK WORLD SA;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: ROCK STREET  WEC221/01/2018 CI: SOCIEDADE DE ENSINO SUPERIOR ESTÁCIO DE SÁ LTDA  PRESIDENTE VARGAS;137662.72;0;137662.72;137662.72;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,40E+13;GAME EXPERIENCE EVENTOS LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL GAME XP - WEC265/01/2018 - CI CULTURA INGLESA IDIOMAS SA;13969.37;0;13969.37;13969.37;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,77E+13;TRINDADE MARKETING ESPORTIVO E CULTURAL;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: CARROSELFIE (ANO II)  WEC209/01/2018 CI: VEJA VEÍCULOS JACAREPAGUÁ LTDA;18247.68;0;18247.68;18247.68;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;5,08E+12;GM SERVICOS FOTOGRAFICOS LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 - APOIO AO PROJETO CULTURAL: PATRIMÔNIO MATERIAL E IMATERIAL DO RIO DE JANEIRO  WEC473/01/2017 - CI: SENIOR SOLUTION CONSULTORIA EM INFORMÁTICA LTDA;28454.49;0;28454.49;28454.49;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,77E+13;TRINDADE MARKETING ESPORTIVO E CULTURAL;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL GENTILEZINHA (ANO III) - WEC195/01/2018 - CI RIEL ENGENHARIA E COMERCIO LTDA;10000;0;10000;0;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,50E+11;ESTAMOS AQUI PRODUCOES ARTISTICAS LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL TEATRO JOVEM - WEC42/01/2018 - CI OPPORTUNITY ASSET ADMINISTRADORA DE RECURSOS DE TERCEIROS LTDA;96346.7;0;96346.7;96346.7;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;9,54E+12;TURBILHAO DE IDEIAS CULTURA E ENTRETENIMENTO LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013  APOIO AO PROJETO CULTURAL:  SIMPLES ASSIM  WEC145/01/2018 - C.I. OPERADOR NACIONAL DO SISTEMA ELÉTRICO - ONS;134957.67;0;134957.67;134957.67;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,22E+13;INSTITUTO DE MOBILIZACAO PELA INCLUSAO SOCIAL ATRAVES DO ESPORTE E CULTURA E DA VALORIZACAO DA ARTE NACIONAL;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: TECENDO ARTE  WAC254/01/2018 CI: CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S/A;89514;0;89514;89514;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,36E+13;CMX ASSOCIADOS LTDA  ME;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL 9º FESTU - FESTIVAL DE TEATRO UNIVERSITARIO - WEC295/01/2018 - CI PRILL TECNOLOGIA SA;3812.53;0;3812.53;3812.53;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;2,40E+13;SEMENTE PRODUCOES E EVENTOS LTDA ME;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: FABRIK + 2019  WEC748/01/2018 CI: SEREDE SERVIÇOS DE REDE S.A;100000;0;100000;100000;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,83E+13;CRIAPE SOLUCOES INTELIGENTES;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: BATALHA DOS BLOCOS  WEC40/01/2018 CI: ANGELS SEGURANÇA E VIGILÂNCIA LTDA;268372.5;0;268372.5;268372.49;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;3,13E+12;HAGAZACHI COMUNICACOES LTDA ME;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: TEM UM PSICANALISTA NA NOSSA CAMA  WEC123/01/2018 CI: IEG  INSTITUTO DE ENGENHARIA GESTÃO DE TREINAMENTOS E PESQUISAS DE MERCADO LTDA;10793.43;0;10793.43;10793.43;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;7,21E+13;ABRIGO DO MARINHEIRO;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 - APOIO AO PROJETO CULTURAL COLEÇÃO ALVES CÂMARA  WAC674/01/2018 - CI: EMPRESA GERENCIAL DE PROJETOS NAVAIS  EMGEPRON;60295.36;0;60295.36;60295.36;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,38E+13;MARIA ANGELICA PRODUCOES EIRELI;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: .FUTURO  RIO  WEC338/01/2018 CI: EMPRESA DE TECNOLOGIA E INFORMAÇÕES DA PREVIDÊNCIA;100000;0;100000;100000;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,05E+13;DIG NOG PRODUCOES LTDA  EPP;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 - APOIO AO PROJETO CULTURAL: DIOGO NOGUEIRA  TURNÊ ARENAS  WEC968/01/2018  C.I. TRIUNFO LOGÍSTICA LTDA;646250;0;646250;226992.8;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;3,12E+13;ASSOCIACAO ORQUESTRA PRO MUSICA DO RIO DE JANEIRO;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 - APOIO AO PROJETO CULTURAL: SÉRIE PORTINARI  WAC143/01/2018  C.I. ALIANSCE ESTACIONAMENTOS LTDA;14769.92;0;14769.92;14769.92;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;5,04E+12;SAPOTI PROJETOS CULTURAIS S/S LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: MEMÓRIA E IDENTIDADE  WEC411/01/2018 CI: NASAJON SISTEMAS LTDA;33343.88;0;33343.88;33343.88;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,54E+13;BRUNO BASTOS SAMPAIO;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: RIO H2K 2019  FESTIVAL INTERNACIONAL DE DANÇA  WEC293/01/2018 CI: GL EVENTS EMPREENDIMENTOS IMOBILIÁRIOS LTDA;36955.4;0;36955.4;36955.4;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,54E+13;BRUNO BASTOS SAMPAIO;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: RIO H2K 2019  FESTIVAL INTERNACIONAL DE DANÇA  WEC293/01/2018 CI: SMART RIO ACADEMIA DE GINÁSTICA S.A;1792.29;0;1792.29;1792.29;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,54E+13;BRUNO BASTOS SAMPAIO;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: RIO H2K  FESTIVAL INTERNACIONAL DE DANÇA  WEC293/01/2018 CI: SMART RIO ACADEMIA DE GINÁSTICA S.A;1520.42;0;1520.42;1520.42;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,54E+13;BRUNO BASTOS SAMPAIO;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: RIO H2K  FESTIVAL INTERNACIONAL DE DANÇA  WEC293/01/2018 CI: SMART RIO ACADEMIA DE GINÁSTICA S/A;16037.25;0;16037.25;16037.25;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,40E+13;GAME EXPERIENCE EVENTOS LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL GAME XP - WEC265/01/2018 - CI CULTURA INGLESA IDIOMAS SA;9674.84;0;9674.84;9674.84;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;9,46E+12;BUDA ENTRETENIMENTO EIRELI;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL PAINEIS DO RIO - WEC616/01/2017 - CI SEADRILL SERVICOS DE PETROLEO LTDA;478000;0;478000;478000;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;3,12E+13;SOCIEDADE DE PROMOCAO DA CASA DE OSWALDO CRUZ;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: MUSEU DA IDA: UM MUSEU PARA TODOS  WAC389/01/2018 CI: MULTI RIO OPERAÇÕES PORTUÁRIAS S/A;50000;0;50000;50000;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;2,02E+13;VIRAMUNDO LIVRARIA E PRODUCOES LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL DE PIAF A ELIS: MÚSICA E DANÇA FLAMENCA - WEC712/01/2017 - CI F2C CONSULTORIA ASSESSORIA E ANALISE DE INFORMATICA SA;91660;0;91660;91660;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;7,29E+12;J. E. SILVA PRODUCOES E SERVICOS LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: PROJETO SOCIOCULTURAL UNIVERSIDADE POR UM DIA  WEC299/01/2018 CI: PARQUE ESTABELECIMENTO DE ENSINO LTDA;17523.77;0;17523.77;17523.77;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;7,29E+12;J. E. SILVA PRODUCOES E SERVICOS LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL PROJETO SOCIOCULTURAL UNIVERSIDADE POR UM DIA - WEC299/01/2018 - CI SOCIEDADE EDUCADORA DE VANGUARDA LTDA;3708.74;0;3708.74;3708.74;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,04E+13;BONFILM PRODUCAO E DISTRIBUICAO AUDIOVISUAL LTDA EPP;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL FESTIVAL#PERA NA TELA 2019 - WEC15/01/2018 - CI HOTELARIA ACCORINVEST BRASIL SA;79512.19;0;79512.19;61842.76;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
