Descricao_Acao;Descricao_Elemento;Descricao_item_Despesa;Orcamento_Atualizado;Empenhado;Liquidado;Pago;Pago_Restos_Pagar
APOIO ADMINISTRATIVO - TERRITORIO DESCENTRALIZADO. INCLUSIVO E CONECTADO;DEPOSITOS COMPULSORIOS                                                                    ;DEPOSITOS COMPULSORIOS                                                                    ;99675.3;0;0;0;0
APOIO ADMINISTRATIVO - ADM. INDIRETA - RIO VERDE. LIMPO E SAUDAVEL;MATERIAL DE CONSUMO                                                                       ;MATERIAL PARA CONSERVACAO E MANUTENCAO DE BENS MOVEIS E IMOVEIS                           ;0;0;0;0;15300.06
APOIO ADMINISTRATIVO - ADM. INDIRETA - RIO VERDE. LIMPO E SAUDAVEL;MATERIAL DE CONSUMO                                                                       ;GENEROS ALIMENTICIOS. INCLUSIVE BEBIDAS                                                   ;0;9946;5587.6;4171.6;4595.6
APOIO ADMINISTRATIVO - ADM. INDIRETA - RIO VERDE. LIMPO E SAUDAVEL;MATERIAL DE CONSUMO                                                                       ;MATERIAIS DE PROTECAO E SEGURANCA                                                         ;0;10037.76;0;0;0
APOIO ADMINISTRATIVO - ADM. INDIRETA - RIO VERDE. LIMPO E SAUDAVEL;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA                                              ;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA                                              ;155065.58;0;0;0;0
CONCESSIONARIAS DE SERVICOS PUBLICOS - ADM. INDIRETA - RIO VERDE. LIMPO E SAUDAVEL;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE PUBLICIDADE LEGAL                                                             ;0;30000;14905.74;13284.46;14606.23
PROVISAO DE GASTOS COM PESSOAL - ADM. INDIRETA - RIO VERDE. LIMPO E SAUDAVEL;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;13  VENCIMENTO DE FUNCIONARIO ESTATUTARIO                                                 ;0;64555.76;64555.76;64555.76;64703.94
PROVISAO DE GASTOS COM PESSOAL - ADM. INDIRETA - RIO VERDE. LIMPO E SAUDAVEL;OUTRAS DESPESAS VARIAVEIS - PESSOAL CIVIL                                                 ;GRATIFICACAO DE ENCARGOS ESPECIAIS - CELETISTAS                                           ;0;3400;3400;3100;3600
APOIO ADMINISTRATIVO - ADM. INDIRETA - RIO VERDE. LIMPO E SAUDAVEL;DIARIAS - CIVIL                                                                           ;DIARIAS - CIVIL                                                                           ;3780;0;0;0;0
APOIO ADMINISTRATIVO - ADM. INDIRETA - RIO VERDE. LIMPO E SAUDAVEL;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA                                              ;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA                                              ;20000;0;0;0;0
APOIO ADMINISTRATIVO - ADM. INDIRETA - RIO VERDE. LIMPO E SAUDAVEL;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS GRAFICOS EM GERAL POR PESSOA JURIDICA                                            ;0;3024.4;345;345;345
SINALIZACAO INTELIGENTE;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;0;0;0;0;0
TECNOLOGIA PARA OPERACAO NO TRANSITO;EQUIPAMENTOS E MATERIAL PERMANENTE                                                        ;EQUIPAMENTOS E MATERIAL PERMANENTE                                                        ;0;0;0;0;0
PROVISAO DE GASTOS COM PESSOAL - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E C;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;SALARIOS - CELETISTAS                                                                     ;0;10808221.16;10808221.16;9757512.28;10730669.36
PROVISAO DE GASTOS COM PESSOAL - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E C;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;ADICIONAL NOTURNO                                                                         ;0;170327.97;170327.97;170327.97;165949.94
PROVISAO DE GASTOS COM PESSOAL - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E C;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;ADICIONAL DE PERICULOSIDADE                                                               ;0;125241.75;125241.75;125241.75;126815.59
PROVISAO DE GASTOS COM PESSOAL - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E C;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;GRATIFICACAO DE FUNCAO DE CONFIANCA - CLT                                                 ;0;3307673.32;3307673.32;3307673.32;3212735.06
PROVISAO DE GASTOS COM PESSOAL - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E C;OUTRAS DESPESAS VARIAVEIS - PESSOAL CIVIL                                                 ;HORAS EXTRAS NORMAIS - CLT                                                                ;0;1167372.26;1167372.26;1167372.26;1146799.95
PROVISAO DE GASTOS COM PESSOAL - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E C;OUTRAS DESPESAS VARIAVEIS - PESSOAL CIVIL                                                 ;GRATIFICACAO DE ENCARGOS ESPECIAIS - CELETISTAS                                           ;0;246127.73;246127.73;246127.73;241151.42
OPERACAO DE TRANSITO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS ADMINISTRATIVOS TECNICOS CIENTIFICOSE DE PESQUISA DE CARATER EVENTUAL            ;0;15626.93;8444.94;8444.94;8444.94
SENTENCAS JUDICIAIS E PRECATORIOS;SENTENCAS JUDICIAIS                                                                       ;SENTENCAS JUDICIAIS                                                                       ;9532133.49;0;0;0;0
SUBVENCAO SOCIAL AO CORAL ISRAELITA BRASILEIRO - EL 6004/19;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;0;0;0;0;0
APOIO ADMINISTRATIVO - CAPITAL HUMANO NA FORMACAO DO CARIOCA;PASSAGENS E DESPESAS COM LOCOMOCAO                                                        ;PASSAGENS E DESPESAS COM LOCOMOCAO                                                        ;60000;0;0;0;0
MANUTENCAO E DESENVOLVIMENTO DA INFORMATICA - ADM. DIRETA - CAPITAL HUMANO NA FORMACAO DO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;MAQUINAS E EQUIPAMENTOS DE INFORMATICA E TELECOMUNICACOES - LOCACAO                       ;0;169386.4;119537.07;119537.07;129256.64
MANUTENCAO E DESENVOLVIMENTO DA INFORMATICA - ADM. DIRETA - CAPITAL HUMANO NA FORMACAO DO;EQUIPAMENTOS E MATERIAL PERMANENTE                                                        ;EQUIPAMENTOS E MATERIAL PERMANENTE                                                        ;25932.13;0;0;0;0
GESTAO DO MUSEU DO AMANHA E DO MUSEU DE ARTE DO RIO - MAR;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;13065105.17;0;0;0;0
GESTAO E EXPANSAO DA REDE DE ESPACOS CULTURAIS;MATERIAL DE CONSUMO                                                                       ;MATERIAIS PARA ESCRITORIO E EXPEDIENTE                                                    ;0;27323.94;20398.88;20398.88;31517.79
GESTAO E EXPANSAO DA REDE DE ESPACOS CULTURAIS;MATERIAL DE CONSUMO                                                                       ;GENEROS ALIMENTICIOS. INCLUSIVE BEBIDAS                                                   ;0;15321;10933.5;10933.5;14443.5
GESTAO E EXPANSAO DA REDE DE ESPACOS CULTURAIS;INDENIZACOES E RESTITUICOES                                                               ;INDENIZACOES E RESTITUICOES                                                               ;37200;0;0;0;0
DESPESAS OBRIGATORIAS E OUTROS CUSTEIOS DA ADM. DIRETA - CAPITAL HUMANO NA FORMACAO DO CAR;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;364000;0;0;0;0
PROVISAO DE GASTOS COM PESSOAL - CAPITAL HUMANO NA FORMACAO DO CARIOCA;OUTRAS DESPESAS VARIAVEIS - PESSOAL CIVIL                                                 ;GRATIFICACAO DE ENCARGOS ESPECIAIS                                                        ;0;922178.93;922178.93;832874.35;982096.6
GESTAO DO PLANETARIO DA CIDADE DAS CRIANCAS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS ADMINISTRATIVOS TECNICOS CIENTIFICOSE DE PESQUISA DE CARATER EVENTUAL            ;0;0;0;0;8624.73
APOIO ADMINISTRATIVO - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CARIOCA;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA                                              ;SERVICOS PRESTADOS POR ESTUDANTES                                                         ;0;20977.3;16693;15006.58;16621
APOIO ADMINISTRATIVO - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CARIOCA;LOCACAO DE MAO-DE-OBRA                                                                    ;SERVICOS DE VIGILANCIA E POLICIAMENTO POR PESSOA JURIDICA                                 ;0;257284.48;96481.68;96481.68;152178.76
APOIO ADMINISTRATIVO - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CARIOCA;LOCACAO DE MAO-DE-OBRA                                                                    ;SERVICOS DE VIGILANCIA E POLICIAMENTO POR PESSOA JURIDICA                                 ;0;126948.42;94787.86;62627.3;190761.19
APOIO ADMINISTRATIVO - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CARIOCA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE PUBLICIDADE LEGAL                                                             ;0;19033.09;10943.97;9906.44;13879.89
PROVISAO DE GASTOS COM PESSOAL - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CARIOCA;CONTRIBUICOES  PATRONAIS                                                                  ;INSTITUTO NACIONAL DE SEGURIDADE SOCIAL                                                   ;0;0;0;0;21860.91
PROVISAO DE GASTOS COM PESSOAL - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CARIOCA;INDENIZACOES E RESTITUICOES TRABALHISTAS                                                  ;INDENIZACOES E RESTITUICOES TRABALHISTAS                                                  ;2000;0;0;0;0
APOIO ADMINISTRATIVO - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CARIOCA;MATERIAL DE CONSUMO                                                                       ;MATERIAL DE CONSUMO                                                                       ;49482.99;0;0;0;0
FORMALIZACAO DE NOVOS NEGOCIOS E INCREMENTO DA RENDA LOCAL;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;137298.27;0;0;0;0
APOIO ADMINISTRATIVO - TERRITORIO DESCENTRALIZADO. INCLUSIVO E CONECTADO;DIARIAS - CIVIL                                                                           ;DIARIAS                                                                                   ;0;10000;9073.33;9073.33;9073.33
APOIO ADMINISTRATIVO - TERRITORIO DESCENTRALIZADO. INCLUSIVO E CONECTADO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;TICKET COMBUSTIVEL                                                                        ;0;236002.4;170472.79;150204.16;150204.16
APOIO ADMINISTRATIVO - TERRITORIO DESCENTRALIZADO. INCLUSIVO E CONECTADO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;TICKET DE ESTACIONAMENTO                                                                  ;0;1024564.8;755712;669081.6;669081.6
DESPESAS OBRIGATORIAS E OUTROS CUSTEIOS DA ADMINISTRACAO DIRETA - TERRITORIO DESCENTRALIZA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;563995;0;0;0;0
PROVISAO DE GASTOS COM PESSOAL - TERRITORIO DESCENTRALIZADO. INCLUSIVO E CONECTADO;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;GRATIFICACAO DE PARTICIPACAO EM ORGAO DE DELIBERACAO COLETIVA                             ;0;2071716.13;2071716.13;1871765.91;2077794.56
PROVISAO DE GASTOS COM PESSOAL - TERRITORIO DESCENTRALIZADO. INCLUSIVO E CONECTADO;OUTRAS DESPESAS VARIAVEIS - PESSOAL CIVIL                                                 ;REMUNERACAO POR SUBSTITUICAO                                                              ;0;51108.12;51108.12;44756.7;49329.36
APOIO ADMINISTRATIVO - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E CONECTADO;LOCACAO DE MAO-DE-OBRA                                                                    ;SERVICOS DE LIMPEZA. CONSERVACAO. HIGIENE E COPA POR PESSOA JURIDICA                      ;0;309165.18;273338.28;220780.48;254654.62
APOIO ADMINISTRATIVO - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E CONECTADO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE INFORMATICA                                                                   ;0;37350.3;33241.6;28748.97;32359.52
APOIO ADMINISTRATIVO - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E CONECTADO;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                    ;PIS/PASEP                                                                                 ;0;2000;0;0;0
CAPACITACAO DE RECURSOS HUMANOS - ADM. INDIRETA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;TREINAMENTO DE PESSOAL POR PESSOA JURIDICA                                                ;0;33000;18550;17531.56;17680.5
DESPESAS OBRIGATORIAS E OUTROS CUSTEIOS - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCL;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE MEDICINA E SEGURANCA DO TRABALHO                                              ;0;20000;20000;20000;20000
PROVISAO DE GASTOS COM PESSOAL - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E C;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;HONORARIOS DO CONSELHO DE ADMINISTRACAO                                                   ;0;0;0;0;4000
PROVISAO DE GASTOS COM PESSOAL - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E C;OUTRAS DESPESAS VARIAVEIS - PESSOAL CIVIL                                                 ;HORAS EXTRAS NOTURNAS - CLT                                                               ;0;484794.47;484794.47;484794.47;465127.58
APOIO ADMINISTRATIVO - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CARIOCA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS GRAFICOS EM GERAL POR PESSOA JURIDICA                                            ;0;1040;1040;1040;1040
CONCESSIONARIAS DE SERVICOS PUBLICOS DE ENERGIA ELETRICA - ADM. INDIRETA - CAPITAL HUMANO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;2583874;0;0;0;0
CONCESSIONARIAS DE SERVICOS PUBLICOS DE ENERGIA ELETRICA - ADM. INDIRETA - CAPITAL HUMANO;DESPESAS DE EXERCICIOS ANTERIORES                                                         ;SERVICOS DE LUZ. GAS E FORCA MOTRIZ                                                       ;0;366468.86;366468.86;366468.86;366468.86
GESTAO E MANUTENCAO DE ESPACOS CULTURAIS;EQUIPAMENTOS E MATERIAL PERMANENTE                                                        ;MAQUINAS E EQUIPAMENTOS PARA SALVAMENTO. COMBATE E PREVENCAO DE INCENDIOS                 ;0;4000;4000;4000;4000
PROVISAO DE GASTOS COM PESSOAL - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CARIOCA;OUTRAS DESPESAS VARIAVEIS - PESSOAL CIVIL                                                 ;REMUNERACAO POR SUBSTITUICAO                                                              ;0;10450.3;10450.3;10450.3;14250.56
APOIO ADMINISTRATIVO - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CARIOCA;SERVICOS DE CONSULTORIA                                                                   ;CONSULTORIAS EM GERAL                                                                     ;0;110000;14000;14000;14000
APOIO ADMINISTRATIVO - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CARIOCA;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA                                              ;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA                                              ;73000;0;0;0;0
APOIO ADMINISTRATIVO - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CARIOCA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;DESPESAS DECORRENTES DE  DEFESA DO MUNICIPIO                                              ;0;10188.51;10188.51;10188.51;10188.51
APOIO ADMINISTRATIVO - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CARIOCA;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                    ;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                    ;233000;0;0;0;0
APOIO ADMINISTRATIVO - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CARIOCA;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                    ;PIS/PASEP                                                                                 ;0;3600;0;0;0
DESPESAS OBRIGATORIAS E OUTROS CUSTEIOS - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE MEDICINA E SEGURANCA DO TRABALHO                                              ;0;3099;2197;1992;1992
PROVISAO DE GASTOS COM PESSOAL - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CARIOCA;OBRIGACOES PATRONAIS                                                                      ;INSTITUTO NACIONAL DE SEGURIDADE SOCIAL                                                   ;0;497000;412901.97;362354.05;362354.05
FOMENTO A EVENTOS DO AUDIOVISUAL;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS PARA FINS EDUCATIVOS. CULTURAIS E SOCIAIS. INCLUSIVE DIVULGACAO                  ;0;0;0;0;5833
FORMACAO DE PLATEIAS E DIFUSAO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS PARA FINS EDUCATIVOS. CULTURAIS E SOCIAIS. INCLUSIVE DIVULGACAO                  ;0;196165.64;138177.24;108183.24;108183.24
PROVISAO DE GASTOS COM PESSOAL - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E C;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;31249000;0;0;0;0
PROVISAO DE GASTOS COM PESSOAL - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E C;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;ANTECIPACAO DE REAJUSTE SALARIAL                                                          ;0;1686422.18;1686422.18;1686422.18;1435785.45
PROVISAO DE GASTOS COM PESSOAL - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E C;OBRIGACOES PATRONAIS                                                                      ;FUNDO DE GARANTIA POR TEMPO DE SERVICO                                                    ;0;2758800;2080166.75;2080166.75;1862119.28
PROVISAO DE GASTOS COM PESSOAL - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E C;OBRIGACOES PATRONAIS                                                                      ;CONTRIBUICAO SOCIAL PARA TERCEIROS                                                        ;0;316800;253950.87;228226.47;228226.47
PROVISAO DE GASTOS COM PESSOAL - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E C;OUTRAS DESPESAS VARIAVEIS - PESSOAL CIVIL                                                 ;OUTRAS DESPESAS VARIAVEIS - PESSOAL CIVIL                                                 ;4392000;0;0;0;0
PROVISAO DE GASTOS COM PESSOAL - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E C;DESPESAS DE EXERCICIOS ANTERIORES                                                         ;DESPESAS COM PESSOAL ATIVO                                                                ;0;205645.27;205645.27;205645.27;205645.27
EQUIPAMENTOS E SISTEMAS INTELIGENTES;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS ADMINISTRATIVOS TECNICOS CIENTIFICOSE DE PESQUISA DE CARATER EVENTUAL            ;0;706344.01;238758.83;235436.27;235436.27
SENTENCAS JUDICIAIS E PRECATORIOS;SENTENCAS JUDICIAIS                                                                       ;SENTENCAS JUDICIAIS DE ACOES TRABALHISTAS - CELETISTAS                                    ;0;9532133.49;553078.13;481605.04;481605.04
APOIO AO INSTITUTO CULTURAL ESCOLA LIVRE DE PALHACOS - ESLIPA - EL 4078/19;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;0;0;0;0;0
CONTRIBUICAO A ORQUESTRA FILARMONICA DO RIO DE JANEIRO - LEI No 2.002/93;CONTRIBUICOES                                                                             ;CONTRIBUICOES                                                                             ;1000;0;0;0;0
APOIO ADMINISTRATIVO - CAPITAL HUMANO NA FORMACAO DO CARIOCA;PASSAGENS E DESPESAS COM LOCOMOCAO                                                        ;PASSAGENS                                                                                 ;0;42525.31;31345.94;31345.94;31345.94
APOIO ADMINISTRATIVO - CAPITAL HUMANO NA FORMACAO DO CARIOCA;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA                                              ;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA                                              ;37160.4;0;0;0;0
APOIO ADMINISTRATIVO - CAPITAL HUMANO NA FORMACAO DO CARIOCA;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA                                              ;SERVICOS PRESTADOS POR ESTUDANTES                                                         ;0;37160.4;20347.37;14244.82;18889.87
APOIO ADMINISTRATIVO - CAPITAL HUMANO NA FORMACAO DO CARIOCA;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                    ;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                    ;0;0;0;0;0
PROVISAO DE GASTOS COM PESSOAL - RIO GLOBAL. PRODUTIVO. INOVADOR E DE OPORTUNIDADES;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;ABONO DE PERMANENCIA                                                                      ;0;39802.95;39802.95;37330.93;42234.85
PROVISAO DE GASTOS COM PESSOAL - RIO GLOBAL. PRODUTIVO. INOVADOR E DE OPORTUNIDADES;DESPESAS DE EXERCICIOS ANTERIORES                                                         ;RESSARCIMENTO DE DESPESAS DE PESSOAL REQUISITADO                                          ;0;22673.65;22673.65;22673.65;22673.65
FOMENTO A MELHORIA DE RENDA NAS COMUNIDADES;MATERIAL DE CONSUMO                                                                       ;MATERIAL DE CONSUMO                                                                       ;5835.98;0;0;0;0
APOIO ADMINISTRATIVO - TERRITORIO DESCENTRALIZADO. INCLUSIVO E CONECTADO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;TICKET COMBUSTIVEL                                                                        ;0;0;0;0;19673.73
APOIO ADMINISTRATIVO - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E CONECTADO;DIARIAS - CIVIL                                                                           ;DIARIAS - CIVIL                                                                           ;5912;0;0;0;0
APOIO ADMINISTRATIVO - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E CONECTADO;MATERIAL DE CONSUMO                                                                       ;MATERIAIS PARA ESCRITORIO E EXPEDIENTE                                                    ;0;6805.23;6805.23;6805.23;6805.23
APOIO ADMINISTRATIVO - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E CONECTADO;MATERIAL DE CONSUMO                                                                       ;GENEROS ALIMENTICIOS. INCLUSIVE BEBIDAS                                                   ;0;38002.7;17357.26;14039.91;25419.91
APOIO ADMINISTRATIVO - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E CONECTADO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS BANCARIOS                                                                        ;0;4600;3958.24;3958.24;4108.08
APOIO ADMINISTRATIVO - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E CONECTADO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE ASSISTENCIA MEDICA. HOSPITALAR E ODONTOLOGICA                                 ;0;42727.2;35252.02;31514.33;38458.49
APOIO ADMINISTRATIVO - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E CONECTADO;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                    ;IOF                                                                                       ;0;33300;22094.09;22094.09;18000.79
APOIO ADMINISTRATIVO - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E CONECTADO;INDENIZACOES E RESTITUICOES                                                               ;INDENIZACOES E RESTITUICOES                                                               ;650;0;0;0;0
MANUTENCAO E DESENVOLVIMENTO DA INFORMATICA - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO.;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;97499;0;0;0;0
DESPESAS OBRIGATORIAS E OUTROS CUSTEIOS - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCL;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE MEDICINA E SEGURANCA DO TRABALHO                                              ;0;40000;30000;24692.5;30000
DESPESAS OBRIGATORIAS E OUTROS CUSTEIOS - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCL;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE ASSISTENCIA MEDICA. HOSPITALAR E ODONTOLOGICA                                 ;0;840269.5;814640.04;641467.08;641467.08
AQUISICAO DE DISPOSITIVOS INCAPACITANTES NAO LETAIS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;100;0;0;0;0
ATIVIDADES OPERACIONAIS DA GUARDA MUNICIPAL;MATERIAL DE CONSUMO                                                                       ;GENEROS E SUPLEMENTOS ALIMENTICIOS PARA ANIMAIS                                           ;0;0;0;0;0
ATIVIDADES OPERACIONAIS DA GUARDA MUNICIPAL;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE INFORMATICA                                                                   ;0;0;0;0;33.75
CONCESSIONARIAS DE SERVICOS PUBLICOS - ADM. DIRETA - GOVERNANCA PARA OS CIDADAOS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE TELEFONIA                                                                     ;0;3000;1618.04;1618.04;2083.26
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;ADICIONAL POR TEMPO DE SERVICO                                                            ;0;1321068.7;1321068.7;1207118.33;1304634.42
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;REMUNERACAO DE FERIAS AOS FUNCIONARIOS ESTATUTARIOS                                       ;0;694011.16;694011.16;664414.97;664548.3
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;GRATIFICACAO DE DESEMPENHO DE INSPECAO DE CONTROLE URBANO                                 ;0;32781.23;32781.23;25574.03;25574.03
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;AUXILIO-TRANSPORTE                                                                        ;AUXILIO-TRANSPORTE                                                                        ;17000;0;0;0;0
